GPUName,DeviceID
GeForce GTX 260M,"PCI\VEN_10DE&DEV_0618&SUBSYS_028E1025
PCI\VEN_10DE&DEV_0618&SUBSYS_02A11028
PCI\VEN_10DE&DEV_0618&SUBSYS_02A21028
PCI\VEN_10DE&DEV_0618&SUBSYS_04811558
PCI\VEN_10DE&DEV_0618&SUBSYS_05771558
PCI\VEN_10DE&DEV_0618&SUBSYS_08601558
PCI\VEN_10DE&DEV_0618&SUBSYS_09021558
PCI\VEN_10DE&DEV_0618&SUBSYS_09031558
PCI\VEN_10DE&DEV_0618&SUBSYS_1A521043
PCI\VEN_10DE&DEV_0618&SUBSYS_20281043
PCI\VEN_10DE&DEV_0618&SUBSYS_202B1043
PCI\VEN_10DE&DEV_0618&SUBSYS_20331043
PCI\VEN_10DE&DEV_0618&SUBSYS_72001558
PCI\VEN_10DE&DEV_0618&SUBSYS_81001558
PCI\VEN_10DE&DEV_0618&SUBSYS_86871558
PCI\VEN_10DE&DEV_0618&SUBSYS_86891558
PCI\VEN_10DE&DEV_0618&SUBSYS_98001558"
GeForce GTX 275,PCI\VEN_10DE&DEV_05E6
GeForce GTX 280,PCI\VEN_10DE&DEV_05E1
GeForce GTX 280M,"PCI\VEN_10DE&DEV_060A
PCI\VEN_10DE&DEV_060A&SUBSYS_01611025
PCI\VEN_10DE&DEV_060A&SUBSYS_02351025
PCI\VEN_10DE&DEV_060A&SUBSYS_02A11028
PCI\VEN_10DE&DEV_060A&SUBSYS_04811558
PCI\VEN_10DE&DEV_060A&SUBSYS_05771558
PCI\VEN_10DE&DEV_060A&SUBSYS_08601558
PCI\VEN_10DE&DEV_060A&SUBSYS_09021558
PCI\VEN_10DE&DEV_060A&SUBSYS_09031558
PCI\VEN_10DE&DEV_060A&SUBSYS_20271043
PCI\VEN_10DE&DEV_060A&SUBSYS_98001558"
GeForce GTX 285,PCI\VEN_10DE&DEV_05E3
GeForce GTX 295,"PCI\VEN_10DE&DEV_05E0
PCI\VEN_10DE&DEV_05EB"
GeForce GTX 460,"PCI\VEN_10DE&DEV_0E22
PCI\VEN_10DE&DEV_0E22&SUBSYS_C0001458
PCI\VEN_10DE&DEV_0E24
PCI\VEN_10DE&DEV_0E24&SUBSYS_083D10DE
PCI\VEN_10DE&DEV_0E24&SUBSYS_23201462
PCI\VEN_10DE&DEV_0E24&SUBSYS_4600174B
PCI\VEN_10DE&DEV_0E24&SUBSYS_907F1B0A
PCI\VEN_10DE&DEV_0E24&SUBSYS_90861B0A"
GeForce GTX 460 SE,"PCI\VEN_10DE&DEV_0E23
PCI\VEN_10DE&DEV_0E23&SUBSYS_C0001458"
GeForce GTX 460 v2,"PCI\VEN_10DE&DEV_1205
PCI\VEN_10DE&DEV_1205&SUBSYS_C0001458"
GeForce GTX 460M,"PCI\VEN_10DE&DEV_0DD1&SUBSYS_10DE10DE
PCI\VEN_10DE&DEV_0DD1&SUBSYS_362017AA
PCI\VEN_10DE&DEV_0DD1&SUBSYS_84651043"
GeForce GTX 465,"PCI\VEN_10DE&DEV_06C4
PCI\VEN_10DE&DEV_06C4&SUBSYS_C0001458"
GeForce GTX 470,"PCI\VEN_10DE&DEV_06CD
PCI\VEN_10DE&DEV_06CD&SUBSYS_079F10DE
PCI\VEN_10DE&DEV_06CD&SUBSYS_C0001458"
GeForce GTX 470M,"PCI\VEN_10DE&DEV_0E30&SUBSYS_71001558
PCI\VEN_10DE&DEV_0E30&SUBSYS_72001558
PCI\VEN_10DE&DEV_0E30&SUBSYS_86871558"
GeForce GTX 480,"PCI\VEN_10DE&DEV_06C0
PCI\VEN_10DE&DEV_06C0&SUBSYS_075F10DE"
GeForce GTX 480M,"PCI\VEN_10DE&DEV_06CA&SUBSYS_005314C0
PCI\VEN_10DE&DEV_06CA&SUBSYS_048F1028
PCI\VEN_10DE&DEV_06CA&SUBSYS_04901028
PCI\VEN_10DE&DEV_06CA&SUBSYS_09031558
PCI\VEN_10DE&DEV_06CA&SUBSYS_72001558
PCI\VEN_10DE&DEV_06CA&SUBSYS_81001558
PCI\VEN_10DE&DEV_06CA&SUBSYS_86871558
PCI\VEN_10DE&DEV_06CA&SUBSYS_86891558"
GeForce GTX 485M,"PCI\VEN_10DE&DEV_0E31&SUBSYS_51021558
PCI\VEN_10DE&DEV_0E31&SUBSYS_71001558
PCI\VEN_10DE&DEV_0E31&SUBSYS_72001558"
GeForce GTX 550 Ti,"PCI\VEN_10DE&DEV_1244
PCI\VEN_10DE&DEV_1244&SUBSYS_5194174B
PCI\VEN_10DE&DEV_1244&SUBSYS_90A21B0A
PCI\VEN_10DE&DEV_1244&SUBSYS_C0001458"
GeForce GTX 555,"PCI\VEN_10DE&DEV_1206
PCI\VEN_10DE&DEV_1206&SUBSYS_095810DE"
GeForce GTX 560,"PCI\VEN_10DE&DEV_1084
PCI\VEN_10DE&DEV_1084&SUBSYS_25701462
PCI\VEN_10DE&DEV_1084&SUBSYS_3A961642
PCI\VEN_10DE&DEV_1201
PCI\VEN_10DE&DEV_1201&SUBSYS_C0001458"
GeForce GTX 560 SE,PCI\VEN_10DE&DEV_1208
GeForce GTX 560 Ti,"PCI\VEN_10DE&DEV_1082
PCI\VEN_10DE&DEV_1082&SUBSYS_087310DE
PCI\VEN_10DE&DEV_1082&SUBSYS_10DE0873
PCI\VEN_10DE&DEV_1082&SUBSYS_5207174B
PCI\VEN_10DE&DEV_1087
PCI\VEN_10DE&DEV_1200
PCI\VEN_10DE&DEV_1200&SUBSYS_C0001458
PCI\VEN_10DE&DEV_1202"
GeForce GTX 560M,PCI\VEN_10DE&DEV_1251&SUBSYS_84BA1043
GeForce GTX 570,"PCI\VEN_10DE&DEV_1081
PCI\VEN_10DE&DEV_1081&SUBSYS_087E10DE
PCI\VEN_10DE&DEV_1086
PCI\VEN_10DE&DEV_1086&SUBSYS_1207174B"
GeForce GTX 580,"PCI\VEN_10DE&DEV_1080
PCI\VEN_10DE&DEV_1080&SUBSYS_086A10DE
PCI\VEN_10DE&DEV_1080&SUBSYS_094710DE
PCI\VEN_10DE&DEV_1089
PCI\VEN_10DE&DEV_108B"
GeForce GTX 590,"PCI\VEN_10DE&DEV_1088
PCI\VEN_10DE&DEV_1088&SUBSYS_086810DE"
GeForce GTX 645,"PCI\VEN_10DE&DEV_11C4
PCI\VEN_10DE&DEV_11C4&SUBSYS_102910DE
PCI\VEN_10DE&DEV_11C4&SUBSYS_1645174B"
GeForce GTX 650,"PCI\VEN_10DE&DEV_0FC6
PCI\VEN_10DE&DEV_0FC6&SUBSYS_28091462
PCI\VEN_10DE&DEV_0FC6&SUBSYS_3C781642
PCI\VEN_10DE&DEV_11C8"
GeForce GTX 650 Ti,"PCI\VEN_10DE&DEV_11C3
PCI\VEN_10DE&DEV_11C6
PCI\VEN_10DE&DEV_11C6&SUBSYS_101610DE"
GeForce GTX 650 Ti BOOST,PCI\VEN_10DE&DEV_11C2
GeForce GTX 660,"PCI\VEN_10DE&DEV_1185
PCI\VEN_10DE&DEV_1185&SUBSYS_098A10DE
PCI\VEN_10DE&DEV_1185&SUBSYS_2260174B
PCI\VEN_10DE&DEV_1185&SUBSYS_28411462
PCI\VEN_10DE&DEV_1185&SUBSYS_6889103C
PCI\VEN_10DE&DEV_1195
PCI\VEN_10DE&DEV_11C0"
GeForce GTX 660 Ti,PCI\VEN_10DE&DEV_1183
GeForce GTX 660M,"PCI\VEN_10DE&DEV_0FD4&SUBSYS_05501028
PCI\VEN_10DE&DEV_0FD4&SUBSYS_05511028
PCI\VEN_10DE&DEV_0FD4&SUBSYS_057B1028
PCI\VEN_10DE&DEV_0FD4&SUBSYS_05801028
PCI\VEN_10DE&DEV_0FD4&SUBSYS_05AB1028
PCI\VEN_10DE&DEV_0FD4&SUBSYS_102D1043
PCI\VEN_10DE&DEV_0FD4&SUBSYS_10D71462
PCI\VEN_10DE&DEV_0FD4&SUBSYS_10D81462
PCI\VEN_10DE&DEV_0FD4&SUBSYS_21151043
PCI\VEN_10DE&DEV_0FD4&SUBSYS_21161043
PCI\VEN_10DE&DEV_0FD4&SUBSYS_21171043
PCI\VEN_10DE&DEV_0FD4&SUBSYS_21181043
PCI\VEN_10DE&DEV_0FD4&SUBSYS_25421458
PCI\VEN_10DE&DEV_0FD4&SUBSYS_37001558
PCI\VEN_10DE&DEV_0FD4&SUBSYS_397717AA
PCI\VEN_10DE&DEV_0FD4&SUBSYS_51051558
PCI\VEN_10DE&DEV_0FD4&SUBSYS_67451458
PCI\VEN_10DE&DEV_0FD4&SUBSYS_67461458
PCI\VEN_10DE&DEV_0FD4&SUBSYS_71021558
PCI\VEN_10DE&DEV_0FE0&SUBSYS_010B106B"
GeForce GTX 670,"PCI\VEN_10DE&DEV_1189
PCI\VEN_10DE&DEV_1189&SUBSYS_097A10DE
PCI\VEN_10DE&DEV_1189&SUBSYS_1260174B"
GeForce GTX 670M,"PCI\VEN_10DE&DEV_1213&SUBSYS_03711558
PCI\VEN_10DE&DEV_1213&SUBSYS_10CB1462
PCI\VEN_10DE&DEV_1213&SUBSYS_21191043
PCI\VEN_10DE&DEV_1213&SUBSYS_21201043
PCI\VEN_10DE&DEV_1213&SUBSYS_51051558
PCI\VEN_10DE&DEV_1213&SUBSYS_71021558
PCI\VEN_10DE&DEV_1213&SUBSYS_80001558
PCI\VEN_10DE&DEV_1213&SUBSYS_AF151462
PCI\VEN_10DE&DEV_1213&SUBSYS_FB121179
PCI\VEN_10DE&DEV_1213&SUBSYS_FB181179
PCI\VEN_10DE&DEV_1213&SUBSYS_FB1A1179"
GeForce GTX 670MX,"PCI\VEN_10DE&DEV_11A1&SUBSYS_02701558
PCI\VEN_10DE&DEV_11A1&SUBSYS_02711558
PCI\VEN_10DE&DEV_11A1&SUBSYS_03711558
PCI\VEN_10DE&DEV_11A1&SUBSYS_10AD1043
PCI\VEN_10DE&DEV_11A1&SUBSYS_10D91462
PCI\VEN_10DE&DEV_11A1&SUBSYS_21AB1043
PCI\VEN_10DE&DEV_11A1&SUBSYS_51051558
PCI\VEN_10DE&DEV_11A1&SUBSYS_71021558
PCI\VEN_10DE&DEV_11A1&SUBSYS_AF151462"
GeForce GTX 675M,"PCI\VEN_10DE&DEV_1212&SUBSYS_02701558
PCI\VEN_10DE&DEV_1212&SUBSYS_02711558
PCI\VEN_10DE&DEV_1212&SUBSYS_05501028
PCI\VEN_10DE&DEV_1212&SUBSYS_05511028
PCI\VEN_10DE&DEV_1212&SUBSYS_057B1028
PCI\VEN_10DE&DEV_1212&SUBSYS_05801028
PCI\VEN_10DE&DEV_1212&SUBSYS_10CB1462
PCI\VEN_10DE&DEV_1212&SUBSYS_51051558
PCI\VEN_10DE&DEV_1212&SUBSYS_71021558
PCI\VEN_10DE&DEV_1212&SUBSYS_C0D0144D"
GeForce GTX 675MX,"PCI\VEN_10DE&DEV_11A2&SUBSYS_010C106B
PCI\VEN_10DE&DEV_11A7&SUBSYS_10D91462
PCI\VEN_10DE&DEV_11A7&SUBSYS_51051558
PCI\VEN_10DE&DEV_11A7&SUBSYS_71021558
PCI\VEN_10DE&DEV_11A7&SUBSYS_AF151462"
GeForce GTX 680,"PCI\VEN_10DE&DEV_1180
PCI\VEN_10DE&DEV_1180&SUBSYS_096910DE
PCI\VEN_10DE&DEV_1180&SUBSYS_099910DE
PCI\VEN_10DE&DEV_1180&SUBSYS_100C10DE
PCI\VEN_10DE&DEV_1180&SUBSYS_1255174B"
GeForce GTX 680M,PCI\VEN_10DE&DEV_11A0&SUBSYS_0964196E
GeForce GTX 680MX,PCI\VEN_10DE&DEV_11A3&SUBSYS_010D106B
GeForce GTX 690,"PCI\VEN_10DE&DEV_1188
PCI\VEN_10DE&DEV_1188&SUBSYS_095B10DE"
GeForce GTX 745,"PCI\VEN_10DE&DEV_1382
PCI\VEN_10DE&DEV_1382&SUBSYS_106510DE
PCI\VEN_10DE&DEV_1382&SUBSYS_249A174B"
GeForce GTX 750,"PCI\VEN_10DE&DEV_1381
PCI\VEN_10DE&DEV_1381&SUBSYS_2346174B
PCI\VEN_10DE&DEV_1407"
GeForce GTX 750 Ti,"PCI\VEN_10DE&DEV_1380
PCI\VEN_10DE&DEV_1380&SUBSYS_105F10DE
PCI\VEN_10DE&DEV_139B&SUBSYS_107A1025
PCI\VEN_10DE&DEV_139D"
GeForce GTX 760,"PCI\VEN_10DE&DEV_1187
PCI\VEN_10DE&DEV_1187&SUBSYS_3265174B"
GeForce GTX 760 (192-bit),"PCI\VEN_10DE&DEV_118E
PCI\VEN_10DE&DEV_118E&SUBSYS_098A10DE
PCI\VEN_10DE&DEV_118E&SUBSYS_106F10DE
PCI\VEN_10DE&DEV_118E&SUBSYS_6265174B"
GeForce GTX 760 Ti,PCI\VEN_10DE&DEV_1193
GeForce GTX 760A,PCI\VEN_10DE&DEV_11E3&SUBSYS_368317AA
GeForce GTX 760M,"PCI\VEN_10DE&DEV_11E3&SUBSYS_073F1025
PCI\VEN_10DE&DEV_11E3&SUBSYS_07811025
PCI\VEN_10DE&DEV_11E3&SUBSYS_07871025
PCI\VEN_10DE&DEV_11E3&SUBSYS_082E1025"
GeForce GTX 765M,PCI\VEN_10DE&DEV_11E2&SUBSYS_07871025
GeForce GTX 770,"PCI\VEN_10DE&DEV_1184
PCI\VEN_10DE&DEV_1184&SUBSYS_103310DE
PCI\VEN_10DE&DEV_1184&SUBSYS_4255174B"
GeForce GTX 770M,"PCI\VEN_10DE&DEV_11E0&SUBSYS_02701558
PCI\VEN_10DE&DEV_11E0&SUBSYS_02711558
PCI\VEN_10DE&DEV_11E0&SUBSYS_03761558
PCI\VEN_10DE&DEV_11E0&SUBSYS_05AA1028
PCI\VEN_10DE&DEV_11E0&SUBSYS_05AB1028
PCI\VEN_10DE&DEV_11E0&SUBSYS_05AD1028
PCI\VEN_10DE&DEV_11E0&SUBSYS_05AE1028
PCI\VEN_10DE&DEV_11E0&SUBSYS_10E81462
PCI\VEN_10DE&DEV_11E0&SUBSYS_10ED1462
PCI\VEN_10DE&DEV_11E0&SUBSYS_1702172F
PCI\VEN_10DE&DEV_11E0&SUBSYS_213E1043
PCI\VEN_10DE&DEV_11E0&SUBSYS_21BB1043
PCI\VEN_10DE&DEV_11E0&SUBSYS_25521458
PCI\VEN_10DE&DEV_11E0&SUBSYS_51061558
PCI\VEN_10DE&DEV_11E0&SUBSYS_71041558
PCI\VEN_10DE&DEV_11E0&SUBSYS_880113FE
PCI\VEN_10DE&DEV_11E0&SUBSYS_A5521458
PCI\VEN_10DE&DEV_11E0&SUBSYS_FA761179
PCI\VEN_10DE&DEV_11E0&SUBSYS_FA771179"
GeForce GTX 775M,PCI\VEN_10DE&DEV_119D&SUBSYS_0120106B
GeForce GTX 780,"PCI\VEN_10DE&DEV_1004
PCI\VEN_10DE&DEV_1004&SUBSYS_104B10DE
PCI\VEN_10DE&DEV_1004&SUBSYS_105A10DE
PCI\VEN_10DE&DEV_1007"
GeForce GTX 780 Ti,"PCI\VEN_10DE&DEV_1008
PCI\VEN_10DE&DEV_100A"
GeForce GTX 780M,"PCI\VEN_10DE&DEV_119E&SUBSYS_0121106B
PCI\VEN_10DE&DEV_119F&SUBSYS_02701558
PCI\VEN_10DE&DEV_119F&SUBSYS_02711558
PCI\VEN_10DE&DEV_119F&SUBSYS_03761558
PCI\VEN_10DE&DEV_119F&SUBSYS_03771558
PCI\VEN_10DE&DEV_119F&SUBSYS_05AA1028
PCI\VEN_10DE&DEV_119F&SUBSYS_05AB1028
PCI\VEN_10DE&DEV_119F&SUBSYS_05AD1028
PCI\VEN_10DE&DEV_119F&SUBSYS_05AE1028
PCI\VEN_10DE&DEV_119F&SUBSYS_10EA1462
PCI\VEN_10DE&DEV_119F&SUBSYS_213E1043
PCI\VEN_10DE&DEV_119F&SUBSYS_21BB1043
PCI\VEN_10DE&DEV_119F&SUBSYS_51061558
PCI\VEN_10DE&DEV_119F&SUBSYS_71041558"
GeForce GTX 850A,PCI\VEN_10DE&DEV_1391&SUBSYS_369717AA
GeForce GTX 850M,"PCI\VEN_10DE&DEV_1391&SUBSYS_07811025
PCI\VEN_10DE&DEV_1391&SUBSYS_079B1025
PCI\VEN_10DE&DEV_1391&SUBSYS_079C1025
PCI\VEN_10DE&DEV_1391&SUBSYS_08161025
PCI\VEN_10DE&DEV_1391&SUBSYS_08591025
PCI\VEN_10DE&DEV_1391&SUBSYS_091C1025
PCI\VEN_10DE&DEV_1391&SUBSYS_091D1025
PCI\VEN_10DE&DEV_1391&SUBSYS_09631025"
GeForce GTX 860M,"PCI\VEN_10DE&DEV_1392&SUBSYS_091D1025
PCI\VEN_10DE&DEV_1392&SUBSYS_09261025"
GeForce GTX 870M,"PCI\VEN_10DE&DEV_1199&SUBSYS_03761558
PCI\VEN_10DE&DEV_1199&SUBSYS_1097152D
PCI\VEN_10DE&DEV_1199&SUBSYS_10FD1462
PCI\VEN_10DE&DEV_1199&SUBSYS_11031462
PCI\VEN_10DE&DEV_1199&SUBSYS_11061462
PCI\VEN_10DE&DEV_1199&SUBSYS_11101462
PCI\VEN_10DE&DEV_1199&SUBSYS_111A1462
PCI\VEN_10DE&DEV_1199&SUBSYS_14561458
PCI\VEN_10DE&DEV_1199&SUBSYS_157D1043
PCI\VEN_10DE&DEV_1199&SUBSYS_52811558
PCI\VEN_10DE&DEV_1199&SUBSYS_67491A58
PCI\VEN_10DE&DEV_1199&SUBSYS_74811558
PCI\VEN_10DE&DEV_1199&SUBSYS_A5521458
PCI\VEN_10DE&DEV_1199&SUBSYS_AF181462
PCI\VEN_10DE&DEV_1199&SUBSYS_B5561458"
GeForce GTX 880M,"PCI\VEN_10DE&DEV_1198&SUBSYS_157D1043
PCI\VEN_10DE&DEV_1198&SUBSYS_02701558
PCI\VEN_10DE&DEV_1198&SUBSYS_03761558
PCI\VEN_10DE&DEV_1198&SUBSYS_03771558
PCI\VEN_10DE&DEV_1198&SUBSYS_52811558
PCI\VEN_10DE&DEV_1198&SUBSYS_74811558
PCI\VEN_10DE&DEV_1198&SUBSYS_05AA1028
PCI\VEN_10DE&DEV_1198&SUBSYS_05AB1028
PCI\VEN_10DE&DEV_1198&SUBSYS_05AD1028
PCI\VEN_10DE&DEV_1198&SUBSYS_05AE1028
PCI\VEN_10DE&DEV_1198&SUBSYS_A5521458
PCI\VEN_10DE&DEV_1198&SUBSYS_D0011458
PCI\VEN_10DE&DEV_1198&SUBSYS_AF181462
PCI\VEN_10DE&DEV_1198&SUBSYS_110F1462
PCI\VEN_10DE&DEV_1198&SUBSYS_11191462
PCI\VEN_10DE&DEV_1198&SUBSYS_119A1462"
GeForce GTX 950,"PCI\VEN_10DE&DEV_1402
PCI\VEN_10DE&DEV_1402&SUBSYS_3376174B"
GeForce GTX 950A,"PCI\VEN_10DE&DEV_139A&SUBSYS_362C17AA
PCI\VEN_10DE&DEV_139A&SUBSYS_362F17AA
PCI\VEN_10DE&DEV_139A&SUBSYS_363F17AA
PCI\VEN_10DE&DEV_139A&SUBSYS_364017AA
PCI\VEN_10DE&DEV_139A&SUBSYS_364717AA
PCI\VEN_10DE&DEV_139A&SUBSYS_36B917AA"
GeForce GTX 950M,"PCI\VEN_10DE&DEV_139A&SUBSYS_091B1025
PCI\VEN_10DE&DEV_139A&SUBSYS_091D1025
PCI\VEN_10DE&DEV_139A&SUBSYS_09631025
PCI\VEN_10DE&DEV_139A&SUBSYS_09951025
PCI\VEN_10DE&DEV_139A&SUBSYS_10331025
PCI\VEN_10DE&DEV_139A&SUBSYS_10371025
PCI\VEN_10DE&DEV_139A&SUBSYS_103A1025
PCI\VEN_10DE&DEV_139A&SUBSYS_103B1025
PCI\VEN_10DE&DEV_139A&SUBSYS_108F1025
PCI\VEN_10DE&DEV_139A&SUBSYS_10941025
PCI\VEN_10DE&DEV_139A&SUBSYS_111A1025
PCI\VEN_10DE&DEV_139A&SUBSYS_111B1025
PCI\VEN_10DE&DEV_139A&SUBSYS_11341025"
GeForce GTX 960,"PCI\VEN_10DE&DEV_1401
PCI\VEN_10DE&DEV_1401&SUBSYS_113810DE
PCI\VEN_10DE&DEV_1401&SUBSYS_1376174B
PCI\VEN_10DE&DEV_1406"
GeForce GTX 960A,PCI\VEN_10DE&DEV_139B&SUBSYS_2B4C103C
GeForce GTX 960M,"PCI\VEN_10DE&DEV_139B&SUBSYS_091D1025
PCI\VEN_10DE&DEV_139B&SUBSYS_09261025
PCI\VEN_10DE&DEV_139B&SUBSYS_10331025
PCI\VEN_10DE&DEV_139B&SUBSYS_10391025
PCI\VEN_10DE&DEV_139B&SUBSYS_103B1025
PCI\VEN_10DE&DEV_139B&SUBSYS_104A1025"
GeForce GTX 965M,"PCI\VEN_10DE&DEV_13D9&SUBSYS_10511025
PCI\VEN_10DE&DEV_13D9&SUBSYS_105B1025
PCI\VEN_10DE&DEV_13D9&SUBSYS_107D1025
PCI\VEN_10DE&DEV_13D9&SUBSYS_107E1025
PCI\VEN_10DE&DEV_1427&SUBSYS_103A1025
PCI\VEN_10DE&DEV_1427&SUBSYS_103B1025"
GeForce GTX 970,"PCI\VEN_10DE&DEV_13C2
PCI\VEN_10DE&DEV_13C2&SUBSYS_113110DE
PCI\VEN_10DE&DEV_13C2&SUBSYS_1366174B"
GeForce GTX 970M,"PCI\VEN_10DE&DEV_13D8&SUBSYS_10511025
PCI\VEN_10DE&DEV_13D8&SUBSYS_105B1025
PCI\VEN_10DE&DEV_13D8&SUBSYS_107D1025
PCI\VEN_10DE&DEV_13D8&SUBSYS_107E1025"
GeForce GTX 980,"PCI\VEN_10DE&DEV_13C0
PCI\VEN_10DE&DEV_13C0&SUBSYS_111610DE
PCI\VEN_10DE&DEV_13C0&SUBSYS_1370174B
PCI\VEN_10DE&DEV_161A&SUBSYS_108B1025"
GeForce GTX 980 Ti,"PCI\VEN_10DE&DEV_17C8
PCI\VEN_10DE&DEV_17C8&SUBSYS_1394174B"
GeForce GTX 980M,"PCI\VEN_10DE&DEV_13D7
PCI\VEN_10DE&DEV_13D7&SUBSYS_10511025
PCI\VEN_10DE&DEV_13D7&SUBSYS_105B1025
PCI\VEN_10DE&DEV_13D7&SUBSYS_107D1025
PCI\VEN_10DE&DEV_13D7&SUBSYS_107E1025
PCI\VEN_10DE&DEV_1617&SUBSYS_108B1025"
GeForce GTX TITAN,PCI\VEN_10DE&DEV_1005
GeForce GTX TITAN Black,PCI\VEN_10DE&DEV_100C
GeForce GTX TITAN X,"PCI\VEN_10DE&DEV_17C2
PCI\VEN_10DE&DEV_17C2&SUBSYS_113210DE"
GeForce GTX TITAN Z,"PCI\VEN_10DE&DEV_1001
PCI\VEN_10DE&DEV_1001&SUBSYS_100110DE
PCI\VEN_10DE&DEV_1001&SUBSYS_107810DE"
GeForce MX110,"PCI\VEN_10DE&DEV_174E&SUBSYS_08521028 
PCI\VEN_10DE&DEV_174E&SUBSYS_08531028
PCI\VEN_10DE&DEV_174E&SUBSYS_10B11043 
PCI\VEN_10DE&DEV_174E&SUBSYS_10E11043 
PCI\VEN_10DE&DEV_174E&SUBSYS_10F11043 
PCI\VEN_10DE&DEV_174E&SUBSYS_11611043 
PCI\VEN_10DE&DEV_174E&SUBSYS_13611043 
PCI\VEN_10DE&DEV_174E&SUBSYS_171E1043 
PCI\VEN_10DE&DEV_174E&SUBSYS_174E1043 
PCI\VEN_10DE&DEV_174E&SUBSYS_176E1043 
PCI\VEN_10DE&DEV_174E&SUBSYS_177E1043 
PCI\VEN_10DE&DEV_174E&SUBSYS_18DE1043 
PCI\VEN_10DE&DEV_174E&SUBSYS_193E1043 
PCI\VEN_10DE&DEV_174E&SUBSYS_194E1043 
PCI\VEN_10DE&DEV_174E&SUBSYS_197E1043 
PCI\VEN_10DE&DEV_174E&SUBSYS_19CE1043
PCI\VEN_10DE&DEV_174E&SUBSYS_19DE1043 
PCI\VEN_10DE&DEV_174E&SUBSYS_19EE1043 
PCI\VEN_10DE&DEV_174E&SUBSYS_1A0E1043 
PCI\VEN_10DE&DEV_174E&SUBSYS_1F601043 
PCI\VEN_10DE&DEV_174E&SUBSYS_397817AA 
PCI\VEN_10DE&DEV_174E&SUBSYS_398B17AA 
PCI\VEN_10DE&DEV_174E&SUBSYS_39CC17AA 
PCI\VEN_10DE&DEV_174E&SUBSYS_8431103C 
PCI\VEN_10DE&DEV_174E&SUBSYS_8446103C 
PCI\VEN_10DE&DEV_174E&SUBSYS_8447103C 
PCI\VEN_10DE&DEV_174E&SUBSYS_84A5103C 
PCI\VEN_10DE&DEV_174E&SUBSYS_84A7103C 
PCI\VEN_10DE&DEV_174E&SUBSYS_84A9103C 
PCI\VEN_10DE&DEV_174E&SUBSYS_84AB103C
PCI\VEN_10DE&DEV_174E&SUBSYS_84DE103C"
GeForce MX130,"PCI\VEN_10DE&DEV_174D&SUBSYS_119A1025
PCI\VEN_10DE&DEV_174D&SUBSYS_12181025
PCI\VEN_10DE&DEV_174D&SUBSYS_121A1025
PCI\VEN_10DE&DEV_174D&SUBSYS_121F1025"
GeForce MX150,"PCI\VEN_10DE&DEV_1D10&SUBSYS_118D1025
PCI\VEN_10DE&DEV_1D10&SUBSYS_118E1025
PCI\VEN_10DE&DEV_1D10&SUBSYS_119A1025
PCI\VEN_10DE&DEV_1D10&SUBSYS_12181025
PCI\VEN_10DE&DEV_1D10&SUBSYS_121A1025
PCI\VEN_10DE&DEV_1D10&SUBSYS_121D1025
PCI\VEN_10DE&DEV_1D10&SUBSYS_121F1025
PCI\VEN_10DE&DEV_1D10&SUBSYS_12201025
PCI\VEN_10DE&DEV_1D12&SUBSYS_122B1025
PCI\VEN_10DE&DEV_1D10&SUBSYS_83FE103C "
GeForce PCX 4300,PCI\VEN_10DE&DEV_00FF
GeForce PCX 5300,PCI\VEN_10DE&DEV_00FC
GeForce PCX 5750,PCI\VEN_10DE&DEV_00FA
GeForce PCX 5900,PCI\VEN_10DE&DEV_00FB
GeForce RTX 2070,"PCI\VEN_10DE&DEV_1F02
PCI\VEN_10DE&DEV_1F07"
GeForce RTX 2080,"PCI\VEN_10DE&DEV_1E82
PCI\VEN_10DE&DEV_1E87"
GeForce RTX 2080 Ti,"PCI\VEN_10DE&DEV_1E04
PCI\VEN_10DE&DEV_1E07"
GeForce3,PCI\VEN_10DE&DEV_0200
GeForce3 Ti 200,PCI\VEN_10DE&DEV_0201
GeForce3 Ti 500,PCI\VEN_10DE&DEV_0202
GeForce4 MX 4000,PCI\VEN_10DE&DEV_0185
GeForce4 MX 420,PCI\VEN_10DE&DEV_0172
GeForce4 MX 420 with AGP8X,PCI\VEN_10DE&DEV_0183
GeForce4 MX 440,PCI\VEN_10DE&DEV_0171
GeForce4 MX 440 with AGP8X,PCI\VEN_10DE&DEV_0181
GeForce4 MX 440-SE,PCI\VEN_10DE&DEV_0173
GeForce4 MX 440SE with AGP8X,PCI\VEN_10DE&DEV_0182
GeForce4 MX 460,PCI\VEN_10DE&DEV_0170
GeForce4 MX Integrated GPU,PCI\VEN_10DE&DEV_01F0
GeForce4 Ti 4200,PCI\VEN_10DE&DEV_0253
GeForce4 Ti 4200 with AGP8X,PCI\VEN_10DE&DEV_0281
GeForce4 Ti 4400,PCI\VEN_10DE&DEV_0251
GeForce4 Ti 4600,PCI\VEN_10DE&DEV_0250
GeForce4 Ti 4800,PCI\VEN_10DE&DEV_0280
GeForce4 Ti 4800 SE,PCI\VEN_10DE&DEV_0282
GRID K1,PCI\VEN_10DE&DEV_0FF2
GRID K2,PCI\VEN_10DE&DEV_11BF
GRID K340,"PCI\VEN_10DE&DEV_0FEF
PCI\VEN_10DE&DEV_0FEF&SUBSYS_099810DE
PCI\VEN_10DE&DEV_0FEF&SUBSYS_101310DE"
